Age,Mileage,SocioEcon,RiskAversion,GoodStudent,OtherCar,AntiTheft,SeniorTrain,HomeBase,VehicleYear,MakeModel,DrivingSkill,RuggedAuto,Airbag,Antilock,CarValue,DrivQuality,DrivHist,Cushioning,Theft,Accident,MedCost,OtherCarCost,ThisCarDam,ILiCost,ThisCarCost,PropCost
Adolescent,Domino,Middle,Adventurous,False,False,False,False,Suburb,Older,SportsCar,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,HundredThou,HundredThou,Severe,Thousand,TenThou,HundredThou
Senior,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Good,False,Severe,Thousand,HundredThou,Severe,Thousand,TenThou,HundredThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,SubStandard,Football,False,False,TwentyThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,Rural,Current,SportsCar,Expert,EggShell,True,True,TwentyThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,FamilySedan,SubStandard,Football,True,False,TenThou,Poor,Many,Fair,False,Severe,Thousand,HundredThou,Severe,Thousand,TenThou,HundredThou
Adult,FiftyThou,Middle,Normal,False,False,False,False,Secure,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Older,FamilySedan,Normal,Football,True,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,Suburb,Current,FamilySedan,Normal,EggShell,True,False,TenThou,Poor,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Adventurous,False,False,False,False,Rural,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Adventurous,False,False,False,False,Suburb,Older,SportsCar,Normal,EggShell,False,False,FiveThou,Poor,Zero,Poor,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,HundredThou
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,SportsCar,Normal,EggShell,True,True,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,Luxury,SubStandard,Tank,True,True,FiftyThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiveThou,Prole,Cautious,False,False,True,True,City,Older,Economy,Expert,EggShell,False,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Cautious,False,True,True,True,Secure,Current,Luxury,Normal,Tank,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Cautious,False,True,True,False,Secure,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Severe,HundredThou,Thousand,Severe,Thousand,TenThou,TenThou
Senior,TwentyThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,Luxury,SubStandard,Tank,True,True,FiftyThou,Poor,Many,Excellent,False,Severe,Thousand,HundredThou,Moderate,Thousand,HundredThou,HundredThou
Adolescent,FiftyThou,Prole,Normal,True,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,True,False,Suburb,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,False,True,False,Suburb,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,False,True,True,City,Older,Economy,Expert,Football,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,Million,Thousand,Severe,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,Psychopath,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Tank,False,False,FiveThou,Poor,Many,Good,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,UpperMiddle,Cautious,True,False,True,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,Domino,UpperMiddle,Normal,False,True,True,False,Secure,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Cautious,False,True,True,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,True,True,True,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Rural,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Excellent,False,Mild,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Adventurous,True,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,SportsCar,Normal,EggShell,False,True,FiftyThou,Excellent,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Cautious,False,True,True,False,Secure,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Middle,Normal,False,False,True,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,False,True,False,Secure,Current,Luxury,Expert,Football,True,True,FiftyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Poor,One,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Middle,Adventurous,False,True,False,False,Rural,Older,SportsCar,SubStandard,EggShell,False,False,TwentyThou,Poor,Many,Poor,False,Severe,Thousand,HundredThou,Severe,Thousand,HundredThou,Million
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,True,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,Normal,True,True,True,False,Suburb,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,False,True,False,City,Older,FamilySedan,Normal,Tank,True,False,FiveThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiveThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Adventurous,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Tank,False,False,FiveThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Cautious,False,False,True,False,Suburb,Current,Economy,Normal,EggShell,True,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiveThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,Normal,False,True,True,False,Suburb,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Cautious,False,False,True,False,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Cautious,False,True,True,False,Rural,Current,FamilySedan,Normal,EggShell,True,False,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,False,False,False,Suburb,Older,Economy,Expert,EggShell,False,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Cautious,False,False,True,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,Luxury,Normal,EggShell,True,True,FiftyThou,Excellent,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,False,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Middle,Cautious,False,True,True,True,Secure,Older,SportsCar,Expert,EggShell,False,False,TwentyThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Moderate,Thousand,TenThou,Moderate,Thousand,HundredThou,HundredThou
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Rural,Current,FamilySedan,Normal,Tank,True,True,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,FamilySedan,Normal,Football,False,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,Cautious,False,False,True,True,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,One,Poor,False,Mild,Thousand,Thousand,Moderate,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,True,False,True,Rural,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Rural,Current,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Current,FamilySedan,SubStandard,Football,True,True,TenThou,Poor,Many,Good,False,Moderate,Thousand,HundredThou,Mild,Thousand,TenThou,HundredThou
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,Thousand,Thousand,Severe,Thousand,TenThou,TenThou
Adult,FiveThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,Domino,Prole,Normal,False,True,False,False,City,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,UpperMiddle,Normal,False,True,True,True,Suburb,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Normal,True,True,True,False,Suburb,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Adventurous,False,True,False,False,Rural,Older,Economy,SubStandard,Football,True,False,FiveThou,Poor,Many,Fair,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,SubStandard,EggShell,True,False,TenThou,Poor,Many,Fair,False,Severe,Thousand,TenThou,Severe,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Rural,Older,FamilySedan,SubStandard,Football,True,False,FiveThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,FiveThou,Middle,Adventurous,False,True,False,False,Suburb,Current,Economy,Normal,EggShell,True,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,Adventurous,False,True,True,False,Suburb,Current,Economy,SubStandard,Football,True,False,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Luxury,Expert,Football,True,True,FiftyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,Normal,False,True,False,False,Rural,Older,Economy,SubStandard,Football,False,False,FiveThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Severe,TenThou,HundredThou,Severe,Thousand,TenThou,HundredThou
Senior,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Poor,One,Fair,False,Severe,Million,HundredThou,Severe,Thousand,TenThou,HundredThou
Senior,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Current,Economy,SubStandard,EggShell,True,False,TenThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Adventurous,False,False,False,False,Rural,Older,Economy,Normal,EggShell,False,False,TenThou,Poor,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Rural,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Adventurous,True,False,False,False,Suburb,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Normal,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Older,SportsCar,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Normal,False,False,False,False,City,Older,FamilySedan,Normal,Tank,False,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,False,True,True,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Cautious,False,True,True,False,Secure,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Wealthy,Cautious,False,False,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,FiftyThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Normal,False,False,False,False,Suburb,Current,FamilySedan,Normal,EggShell,True,False,TwentyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Normal,False,False,False,False,Rural,Current,FamilySedan,SubStandard,Tank,True,True,TwentyThou,Poor,Many,Excellent,False,Severe,Thousand,HundredThou,Severe,Thousand,HundredThou,HundredThou
